Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
оннебосО, еыртсо ,Особенно, острые , , споры развернулись вокруг судьбы трех,"А. И. Сенаторов. Япония: крупная реорганизация правительственной структуры // «Проблемы Дальнего Востока», 2002.04.29",А. И. Сенаторов,,Япония: крупная реорганизация правительственной структуры,2002,"нехудожественная, учебно-научная",статья,политика и общественная жизнь,«Проблемы Дальнего Востока»,2002.04.29,журнал,омонимия не снята,"Особенноострые споры развернулись вокруг судьбы трех почтовых предприятий с довольно обширными функциями. [А. И. Сенаторов. Япония: крупная реорганизация правительственной структуры // «Проблемы Дальнего Востока», 2002.04.29] [омонимия не снята]"
в тюапутсв онняотсоп исипазокувз ерефс, еортсо ,сфере звукозаписи постоянно вступают в, острое , , противоречие.,"Андрей Анненков. Медленное убийство посредников. Индустрии звукозаписи предстоит проиграть или сменить тактику // «Известия», 2002.04.17",Андрей Анненков,,Медленное убийство посредников. Индустрии звукозаписи предстоит проиграть или сменить тактику,2002,"нехудожественная, публицистика",статья,наука и технологии,«Известия»,2002.04.17,газета,омонимия не снята,"Авторское право и прогресс технологий в сфере звукозаписи постоянно вступают вострое противоречие. [Андрей Анненков. Медленное убийство посредников. Индустрии звукозаписи предстоит проиграть или сменить тактику // «Известия», 2002.04.17] [омонимия не снята]"
юунсеретни аз алирадогалбоп аволинаД, юуртсо ,Данилова поблагодарила за интересную, острую , , борьбу.,"Андрей Митьков. Блестящая комбинация. Первое лыжное золото России: Ольга Данилова обыграла Ларису Лазутину // «Известия», 2002.02.17",Андрей Митьков,,Блестящая комбинация. Первое лыжное золото России: Ольга Данилова обыграла Ларису Лазутину,2002,"нехудожественная, публицистика",статья,спорт,«Известия»,2002.02.17,газета,омонимия не снята,"Данилова поблагодарила за интереснуюострую борьбу. [Андрей Митьков. Блестящая комбинация. Первое лыжное золото России: Ольга Данилова обыграла Ларису Лазутину // «Известия», 2002.02.17] [омонимия не снята]"
яамас ястеавичаровзар и имыроток уджем, яартсо ,между которыми и разворачивается самая, острая , ," борьба, и тут уж победа","Борис Мурадов. Интервью с Михаилом Алешиным // «Формула», 2002.06.15",Борис Мурадов,,Интервью с Михаилом Алешиным,2002,"нехудожественная, публицистика",интервью,спорт,«Формула»,2002.06.15,журнал,омонимия не снята,"Это, как правило, равные по своим силам безоговорочные лидеры, между которыми и разворачивается самаяострая борьба, и тут уж победа во многом зависит от везения. [Борис Мурадов. Интервью с Михаилом Алешиным // «Формула», 2002.06.15] [омонимия не снята]"
кинзов ежу утнемом умотэ к, йыртсо ,к этому моменту уже возник, острый , , спор между двумя государствами по,"Геннадий Чародеев, Наталья Ратиани. Сенат без моря. Эксперты советуют борцам за Берингово море детальнее изучить существо вопроса // «Известия», 2002.09.20","Геннадий Чародеев, Наталья Ратиани",,Сенат без моря. Эксперты советуют борцам за Берингово море детальнее изучить существо вопроса,2002,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Известия»,2002.09.20,газета,омонимия не снята,"Дело в том, что к этому моменту уже возникострый спор между двумя государствами по поводу разграничения зон рыболовства в Беринговом море. [Геннадий Чародеев, Наталья Ратиани. Сенат без моря. Эксперты советуют борцам за Берингово море детальнее изучить существо вопроса // «Известия», 2002.09.20] [омонимия не снята]"
",яичеровиторп ондупсдоп еишвавовтсещуС", еыртсо ,"Существовавшие подспудно противоречия,", острые , , конфликты вышли наружу.,Георгий Арбатов. Человек Системы (2002),Георгий Арбатов,1923,Человек Системы,2002,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Существовавшие подспудно противоречия,острые конфликты вышли наружу. [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]"
алш ямерв от-еокак оген гурков, яартсо ,вокруг него какое-то время шла, острая , , борьба.,Георгий Арбатов. Человек Системы (2002),Георгий Арбатов,1923,Человек Системы,2002,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Сохранены были и « новации» во внешней политике, включая понятие мирного сосуществования, хотя и вокруг него какое-то время шлаострая борьба. [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]"
"оннебосо ьсалавытревзар хыроток гурков ,мамелборп", яартсо ,"проблемам, вокруг которых развертывалась особенно", острая , , борьба: о Сталине и курсе,Георгий Арбатов. Человек Системы (2002),Георгий Арбатов,1923,Человек Системы,2002,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Не скажу, чтобы у Цуканова с самого начала были четкие идейно- политические позиции по проблемам, вокруг которых развертывалась особенноострая борьба: о Сталине и курсе XX съезда, о мирном сосуществовании и др. [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]"
хымас зи андО, хыртсо ,Одна из самых, острых , ," схваток, в которых я участвовал,",Георгий Арбатов. Человек Системы (2002),Георгий Арбатов,1923,Человек Системы,2002,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Одна из самыхострых схваток, в которых я участвовал, разгорелась вокруг текста речи, которую он должен был произнести в ходе своей первой в новом качестве поездки в Грузию в начале ноября 1966 года ( для вручения республике ордена, конечно). [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]"
"оби ,ьтадижо олыб одан онвад", яартсо ,"давно надо было ожидать, ибо", острая , , вражда в отношениях между этими,Георгий Арбатов. Человек Системы (2002),Георгий Арбатов,1923,Человек Системы,2002,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"И произошло, собственно говоря, то, чего давно надо было ожидать, ибоострая вражда в отношениях между этими странами уже давно стала анахронизмом. [Георгий Арбатов. Человек Системы (2002)] [омонимия не снята]"
"ясеищюаджоворпос ,илсарто йонмота в иквонатсереП", йортсо ,"Перестановки в атомной отрасли, сопровождающиеся", острой , ," борьбой за перераспределение денежных потоков,","Георгий Бовт, Сергей Лесков. Идет цепная кадровая реакция // «Известия», 2002.01.31","Георгий Бовт, Сергей Лесков",,Идет цепная кадровая реакция,2002,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Известия»,2002.01.31,газета,омонимия не снята,"Перестановки в атомной отрасли, сопровождающиесяострой борьбой за перераспределение денежных потоков, проходят на фоне пока зашедших в тупик российско- американских переговоров о поставках в США оружейного урана для АЭС. [Георгий Бовт, Сергей Лесков. Идет цепная кадровая реакция // «Известия», 2002.01.31] [омонимия не снята]"
алш иледен еинделсоп в ежот, яартсо ,тоже в последние недели шла, острая , ," борьба: попытки группы МДМ, близкой","Георгий Бовт, Сергей Лесков. Идет цепная кадровая реакция // «Известия», 2002.01.31","Георгий Бовт, Сергей Лесков",,Идет цепная кадровая реакция,2002,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Известия»,2002.01.31,газета,омонимия не снята,"Вокруг него тоже в последние недели шлаострая борьба: попытки группы МДМ, близкой к Александру Мамуту, поставить его под свой безраздельный контроль успехом не увенчались. [Георгий Бовт, Сергей Лесков. Идет цепная кадровая реакция // «Известия», 2002.01.31] [омонимия не снята]"
",тилэ хыннечолпс еивтстусто как ,ыроткаф", еыртсо ,"факторы, как отсутствие сплоченных элит,", острые , , конфликты ( в настоящем или,"Георгий Ильичев. Процент демократии. В каком регионе страны свободы больше // «Известия», 2002.10.14",Георгий Ильичев,,Процент демократии. В каком регионе страны свободы больше,2002,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Известия»,2002.10.14,газета,омонимия не снята,"В лидеры по демократичности эти регионы вывели такие факторы, как отсутствие сплоченных элит,острые конфликты ( в настоящем или недавнем прошлом) между губернатором и мэром ― как, например, в Пермской и Новосибирской областях, где в итоге мэры стали губернаторами на последних выборах. [Георгий Ильичев. Процент демократии. В каком регионе страны свободы больше // «Известия», 2002.10.14] [омонимия не снята]"
еелобиаН, яартсо ,Наиболее, острая , , борьба развернулась в финале между,"Леонид Бекасов. С сельской нивы ― на поле футбольное // «Весть» (Калуга), 2002.10.17",Леонид Бекасов,,С сельской нивы ― на поле футбольное,2002,"нехудожественная, публицистика",заметка,спорт,«Весть» (Калуга),2002.10.17,газета,омонимия не снята,"Наиболееострая борьба развернулась в финале между командами Думиничей и Сосенского, ― рассказывает сотрудница ФСК « Урожай», а теперь департамента физкультуры, спорта и туризма Лариса Смирнова. [Леонид Бекасов. С сельской нивы ― на поле футбольное // «Весть» (Калуга), 2002.10.17] [омонимия не снята]"
и :етропсотва в мибюл кат, яартсо ,так любим в автоспорте: и, острая , ," борьба в первом повороте, и","Леонид Ситник. Гран При Бразилии. Жизнь прекрасна! И удивительна // «Формула», 2002.05.15",Леонид Ситник,,Гран При Бразилии. Жизнь прекрасна! И удивительна,2002,"нехудожественная, публицистика",отчет,спорт,«Формула»,2002.05.15,журнал,омонимия не снята,"В битве « стенка на стенку» между McLaren и Renault было все, что мы так любим в автоспорте: иострая борьба в первом повороте, и полный внутреннего напряжения период преследования, и тактическая игра в период дозаправок, и обгоны, и драматичная развязка на последних кругах. [Леонид Ситник. Гран При Бразилии. Жизнь прекрасна! И удивительна // «Формула», 2002.05.15] [омонимия не снята]"
"в теапутсв ,иман йищюедалв олецесв", еортсо ,"всецело владеющий нами, вступает в", острое , , противоречие с собственным опытом и,"Николай Крыщук. «Да» и «нет» Николая Пунина // «Звезда», 2002",Николай Крыщук,,«Да» и «нет» Николая Пунина,2002,"нехудожественная, публицистика",рецензия,искусство и культура,«Звезда»,2002,журнал,омонимия не снята,"Но случается, что этот язык, всецело владеющий нами, вступает вострое противоречие с собственным опытом и новой исторической реальностью. [Николай Крыщук. «Да» и «нет» Николая Пунина // «Звезда», 2002] [омонимия не снята]"
мелетедивс лыБ, йортсо ,Был свидетелем, острой , , ссоры между руководителями « Аэрофлота»,Александр Яковлев. Омут памяти. Т.1 (2001),Александр Яковлев,1923,Омут памяти. Т.1,2001,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,Был свидетелемострой ссоры между руководителями « Аэрофлота» и крупным чиновником из КГБ. [Александр Яковлев. Омут памяти. Т.1 (2001)] [омонимия не снята]
мат алавзыв и орюбтилоП ан, еыртсо ,на Политбюро и вызвала там, острые , , споры.,Александр Яковлев. Омут памяти. Т.1 (2001),Александр Яковлев,1923,Омут памяти. Т.1,2001,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,"Например, утверждалось, что моя статья, перед тем как быть опубликованной в « Литературной газете», несколько месяцев обсуждалась на Политбюро и вызвала тамострые споры. [Александр Яковлев. Омут памяти. Т.1 (2001)] [омонимия не снята]"
"еще ад ,автсежурдос огоксечитсилаицос огомеавызан", еыртсо ,"называемого социалистического содружества, да еще", острые , , противоречия внутри самого содружества наложили,Александр Яковлев. Омут памяти. Т.2 (2001),Александр Яковлев,1923,Омут памяти. Т.2,2001,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,"Неестественность исторических судеб стран так называемого социалистического содружества, да ещеострые противоречия внутри самого содружества наложили отпечаток сумбура и на нашу политику перестроечного времени. [Александр Яковлев. Омут памяти. Т.2 (2001)] [омонимия не снята]"
"яамас ежад отч ,автсьлетазакод еыньлаер", яартсо ,"реальные доказательства, что даже самая", острая , , конфронтация по самым серьезным проблемам,Александр Яковлев. Омут памяти. Т.2 (2001),Александр Яковлев,1923,Омут памяти. Т.2,2001,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,"Мне кажется, она дала реальные доказательства, что даже самаяострая конфронтация по самым серьезным проблемам не обязательно должна перерастать в военные столкновения. [Александр Яковлев. Омут памяти. Т.2 (2001)] [омонимия не снята]"
илунхыпсв евтсещбо в анитуП итсалв, еыртсо ,власти Путина в обществе вспыхнули, острые , , споры о возможных поворотах в,Александр Яковлев. Омут памяти. Т.2 (2001),Александр Яковлев,1923,Омут памяти. Т.2,2001,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,После прихода к власти Путина в обществе вспыхнулиострые споры о возможных поворотах в политике. [Александр Яковлев. Омут памяти. Т.2 (2001)] [омонимия не снята]
"ьтитарвтодерп огонбосопс ,ассиморпмок огоксечитилоп ексиоп", еыртсо ,"поиске политического компромисса, способного предотвратить", острые , ," конфликты, угрожающие российской государственности.",Александр Яковлев. Омут памяти. Т.2 (2001),Александр Яковлев,1923,Омут памяти. Т.2,2001,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,"К таким рассуждениям и приклеивается призыв объединить усилия в поиске политического компромисса, способного предотвратитьострые конфликты, угрожающие российской государственности. [Александр Яковлев. Омут памяти. Т.2 (2001)] [омонимия не снята]"
амьсев ьсаляотсос имин уджеМ, яартсо ,Между ними состоялась весьма, острая , ," борьба, а жаловались пилоты не","Борис Мурадов. Гран При Европы: вперед в прошлое // «Формула», 2001.08.15",Борис Мурадов,,Гран При Европы: вперед в прошлое,2001,"нехудожественная, публицистика",отчет,спорт,«Формула»,2001.08.15,журнал,омонимия не снята,"Между ними состоялась весьмаострая борьба, а жаловались пилоты не столько на свои машины, сколько на « тесноту» на трассе и пыль, которую они пускали друг другу в глаза, задевая колесами обочины. [Борис Мурадов. Гран При Европы: вперед в прошлое // «Формула», 2001.08.15] [омонимия не снята]"
еж еелобиаН, яартсо ,Наиболее же, острая , , борьба развернулась за места в,"Борис Мурадов. Гран При Японии: прощальная гастроль // «Формула», 2001.11.15",Борис Мурадов,,Гран При Японии: прощальная гастроль,2001,"нехудожественная, публицистика",отчет,спорт,«Формула»,2001.11.15,журнал,омонимия не снята,"Наиболее жеострая борьба развернулась за места в конце стартовой решетки. [Борис Мурадов. Гран При Японии: прощальная гастроль // «Формула», 2001.11.15] [омонимия не снята]"
еымас еыбюл ьтидовод ен :автсьлетазябо, еыртсо ,обязательства: не доводить любые самые, острые , , конфликты до вооруженного столкновения.,"В. И. Субботин. Энергоисточники в XXI веке // «Вестник РАН», 2001",В. И. Субботин,,Энергоисточники в XXI веке,2001,"нехудожественная, учебно-научная",статья,"наука и технологии, энергетика",«Вестник РАН»,2001,журнал,омонимия не снята,"Наличие у всех ядерных стран ядерной энергетики накладывает на них особые обязательства: не доводить любые самыеострые конфликты до вооруженного столкновения. [В. И. Субботин. Энергоисточники в XXI веке // «Вестник РАН», 2001] [омонимия не снята]"
ястеарогзар хяицанимон хыньледто в дог, яартсо ,год в отдельных номинациях разгорается, острая , ," борьба, требующая дополнительных голосований для","Елена Елкина. Эпика 2001 // «Рекламный мир», 2001.12.25",Елена Елкина,,Эпика 2001,2001,"нехудожественная, публицистика",заметка,наука и технологии,«Рекламный мир»,2001.12.25,газета,омонимия не снята,"Каждый год в отдельных номинациях разгораетсяострая борьба, требующая дополнительных голосований для определения победителя. [Елена Елкина. Эпика 2001 // «Рекламный мир», 2001.12.25] [омонимия не снята]"
.яинарбос огоньларедеФ мелетадесдерп акечбуД иларбыв, яартсО ,выбрали Дубчека председателем Федерального собрания., Острая , ," вражда, как и сильная любовь,",А. Шубин. Путь к благополучию (2000),А. Шубин,,Путь к благополучию,2000,"нехудожественная, учебно-научная",учебное пособие,"бизнес, коммерция, экономика, финансы",,,книга,омонимия не снята,"выбрали Дубчека председателем Федерального собрания. Острая вражда, как и сильная любовь, не могут длиться долго. [А. Шубин. Путь к благополучию (2000)] [омонимия не снята]"
"есрук в лыб ,онченок ,воцьлоК", йортсо ,"Кольцов, конечно, был в курсе", острой , ," конфронтации между Сталиным и Троцким,",Борис Ефимов. Десять десятилетий (2000),Борис Ефимов,1900,Десять десятилетий,2000,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Кольцов, конечно, был в курсеострой конфронтации между Сталиным и Троцким, но такая грубая откровенность его ошеломила. [Борис Ефимов. Десять десятилетий (2000)] [омонимия не снята]"
"иманоз с хищачинарг ,хатсем в", хыртсо ,"в местах, граничащих с зонами", острых , , конфликтов; ,"Концепция: опыт, цели и задачи // «Жизнь национальностей», 2000.06.23",,,"Концепция: опыт, цели и задачи",2000,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Жизнь национальностей»,2000.06.23,журнал,омонимия не снята,"Наиболее остро такие кризисные ситуации проявляются: в « горячих точках»; в местах, граничащих с зонамиострых конфликтов;  [Концепция: опыт, цели и задачи // «Жизнь национальностей», 2000.06.23] [омонимия не снята]"
"теди елобйелов в ,елобтуф в", яартсо ,"в футболе, в волейболе идет", острая , ," борьба за лидерство между командами,","Кто на олимпе? // «Сургутская трибуна», 2000.02.26",,,Кто на олимпе?,2000,"нехудожественная, публицистика",заметка,спорт,«Сургутская трибуна»,2000.02.26,газета,омонимия не снята,"И, как в футболе, в волейболе идетострая борьба за лидерство между командами, особенно среди фаворитов. [Кто на олимпе? // «Сургутская трибуна», 2000.02.26] [омонимия не снята]"
едив в ман к ястеащарвзов, хыртсо ,возвращается к нам в виде, острых , ," конфликтов, различного рода обид, неумения,","На новом этапе // «Жизнь национальностей», 2000.06.23",,,На новом этапе,2000,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Жизнь национальностей»,2000.06.23,журнал,омонимия не снята,"Многие из них ― наследие прошлого, которое возвращается к нам в видеострых конфликтов, различного рода обид, неумения, а порой просто нежелания разумно и мирно решать объективно возникающие вопросы федеративных и национальных отношений, местного самоуправления. [На новом этапе // «Жизнь национальностей», 2000.06.23] [омонимия не снята]"
тен мен В, хыртсо ,В нем нет, острых , ," конфликтов, борьбы противоположностей.",Ирина Уварова. Мой бедный Марат (1990-2000),Ирина Уварова,,Мой бедный Марат,1990-2000,"нехудожественная, публицистика",рецензия,искусство и культура,,,книга,омонимия не снята,"В нем нетострых конфликтов, борьбы противоположностей. [Ирина Уварова. Мой бедный Марат (1990-2000)] [омонимия не снята]"
тёди ялиарзИ екшухрев йоксечитилоп В, яартсо ,В политической верхушке Израиля идёт, острая , , борьба.,"Александр Бовин. Пять лет среди евреев и мидовцев, или Израиль из окна российского посольства (1999)",Александр Бовин,1930,"Пять лет среди евреев и мидовцев, или Израиль из окна российского посольства",1999,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"В политической верхушке Израиля идётострая борьба. [Александр Бовин. Пять лет среди евреев и мидовцев, или Израиль из окна российского посольства (1999)] [омонимия не снята]"
тёди оген гурков ялиарзИ яинавовтсещус, яартсо ,существования Израиля вокруг него идёт, острая , , борьба.,"Александр Бовин. Пять лет среди евреев и мидовцев, или Израиль из окна российского посольства (1999)",Александр Бовин,1930,"Пять лет среди евреев и мидовцев, или Израиль из окна российского посольства",1999,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"Эти четыре пункта получили наименование « статус-кво», и все десятилетия существования Израиля вокруг него идётострая борьба. [Александр Бовин. Пять лет среди евреев и мидовцев, или Израиль из окна российского посольства (1999)] [омонимия не снята]"
в ьсолилыв отэ иирепми йокснамсО, йыртсо ,Османской империи это вылилось в, острый , , конфликт оттоманской ( наднациональной) и,"Алексей Миллер. Конфликт «идеальных отечеств» // «Родина», 1999",Алексей Миллер,1959,Конфликт «идеальных отечеств»,1999,"нехудожественная, публицистика",статья,"история, политика и общественная жизнь",«Родина»,1999,журнал,омонимия не снята,"В Османской империи это вылилось вострый конфликт оттоманской ( наднациональной) и турецкой ( националистической) идеологий. [Алексей Миллер. Конфликт «идеальных отечеств» // «Родина», 1999] [омонимия не снята]"
в яславоримрофс »автсечетО огоньлаеди «, мортсо ,« идеального Отечества» сформировался в, остром , , конфликте с соответствующей польской концепцией.,"Алексей Миллер. Конфликт «идеальных отечеств» // «Родина», 1999",Алексей Миллер,1959,Конфликт «идеальных отечеств»,1999,"нехудожественная, публицистика",статья,"история, политика и общественная жизнь",«Родина»,1999,журнал,омонимия не снята,"Русский образ национальной территории или « идеального Отечества» сформировался востром конфликте с соответствующей польской концепцией. [Алексей Миллер. Конфликт «идеальных отечеств» // «Родина», 1999] [омонимия не снята]"
имадог ьсолавонеманзо аницьлЕ ялд и, йортсо ,и для Ельцина ознаменовалось годами, острой , , борьбы.,Анатолий Собчак. Дюжина ножей в спину (1999),Анатолий Собчак,1937,Дюжина ножей в спину,1999,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Пребывание у власти как для Горбачева, так и для Ельцина ознаменовалось годамиострой борьбы. [Анатолий Собчак. Дюжина ножей в спину (1999)] [омонимия не снята]"
лаверзан автсневохуд огокссур едерс в, йыртсо ,в среде русского духовенства назревал, острый , , конфликт между так называемыми имяборцами,"Андрей Михайлов. «Знаменитый Сашка Булатович» // «Родина», 1999",Андрей Михайлов,,«Знаменитый Сашка Булатович»,1999,"нехудожественная, публицистика",статья,"армия и вооруженные конфликты, история, политика и общественная жизнь, путешествия",«Родина»,1999,журнал,омонимия не снята,"Тем временем в среде русского духовенства назревалострый конфликт между так называемыми имяборцами и имяславцами. [Андрей Михайлов. «Знаменитый Сашка Булатович» // «Родина», 1999] [омонимия не снята]"
латс иицаргетни йоннеов иитивзар в, йыртсо ,в развитии военной интеграции стал, острый , , конфликт между Главкомом ОВС СНГ,Виктор Баранец. Генштаб без тайн. Книга 1 (1999),Виктор Баранец,1945 | 1946 | 1947 | 1948 | 1949 | 1950,Генштаб без тайн. Книга 1,1999,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Серьезной помехой в развитии военной интеграции сталострый конфликт между Главкомом ОВС СНГ маршалом Евгением Шапошниковым и министром обороны РФ генералом Павлом Грачевым. [Виктор Баранец. Генштаб без тайн. Книга 1 (1999)] [омонимия не снята]
алкинзов мывозороМ монитнатсноК ыниаркУ ыноробо, яартсо ,обороны Украины Константином Морозовым возникла, острая , , перепалка по поводу системы контроля,Виктор Баранец. Генштаб без тайн. Книга 1 (1999),Виктор Баранец,1945 | 1946 | 1947 | 1948 | 1949 | 1950,Генштаб без тайн. Книга 1,1999,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Между Евгением Шапошниковым и министром обороны Украины Константином Морозовым возниклаострая перепалка по поводу системы контроля над Стратегическими ядерными силами, дислоцирующимися на Украине. [Виктор Баранец. Генштаб без тайн. Книга 1 (1999)] [омонимия не снята]"
лешозиорп ьвонв ВДВ меинаводнамок и, йыртсо ,и командованием ВДВ вновь произошел, острый , , конфликт.,Виктор Баранец. Генштаб без тайн. Книга 1 (1999),Виктор Баранец,1945 | 1946 | 1947 | 1948 | 1949 | 1950,Генштаб без тайн. Книга 1,1999,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Но после назначения Игоря Родионова министром обороны между новым руководством военного ведомства и командованием ВДВ вновь произошелострый конфликт. [Виктор Баранец. Генштаб без тайн. Книга 1 (1999)] [омонимия не снята]
лунхыпсв ииссуролеБ и ииссоР ОВП, йыртсо ,ПВО России и Белоруссии вспыхнул, острый , , конфликт.,Виктор Баранец. Генштаб без тайн. Книга 2 (1999),Виктор Баранец,1945 | 1946 | 1947 | 1948 | 1949 | 1950,Генштаб без тайн. Книга 2,1999,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Между штабами ПВО России и Белоруссии вспыхнулострый конфликт. [Виктор Баранец. Генштаб без тайн. Книга 2 (1999)] [омонимия не снята]
и ятох ынартс иртунв лавзыв, йыртсо ,вызвал внутри страны хотя и, острый , ," протест, но среди очень ограниченного",Владимир Войнович. Дело № 34840 (1999),Владимир Войнович,1932,Дело № 34840,1999,художественная,повесть,_,,,книга,омонимия не снята,"Процесс Синявского и Даниэля вызвал внутри страны хотя иострый протест, но среди очень ограниченного круга людей. [Владимир Войнович. Дело № 34840 (1999)] [омонимия не снята]"
лешозиорп адгоК, йыртсо ,Когда произошел, острый , , конфликт между Зейдат и ее,"Владимир Дегоев. Мирянин // «Дружба народов», 1999.04.15",Владимир Дегоев,,Мирянин,1999,"нехудожественная, публицистика",статья,частная жизнь,«Дружба народов»,1999.04.15,журнал,омонимия не снята,"Когда произошелострый конфликт между Зейдат и ее более молодой и красивой соперницей по брачному ложу Аминат, осмелившейся отпускать шутки в адрес старшей жены, имам без колебаний встал на сторону Зейдат и подверг строгому наказанию нарушительницу внутригаремной дисциплины. [Владимир Дегоев. Мирянин // «Дружба народов», 1999.04.15] [омонимия не снята]"
еачулс в ыв ил ынсалгоС, хыртсо ,Согласны ли вы в случае, острых , ," конфликтов, чтобы все-таки остаться « в",Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 1-500) (1999),Владимир Шахиджанян,1940,1001 вопрос про ЭТО (№№ 1-500),1999,"нехудожественная, учебно-научная",учебное пособие,здоровье и медицина,,,книга,омонимия не снята,"Согласны ли вы в случаеострых конфликтов, чтобы все-таки остаться « в рамках», ставить магнитофон и записывать разговор на пленку?  [Владимир Шахиджанян. 1001 вопрос про ЭТО (№№ 1-500) (1999)] [омонимия не снята]"
