Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
",йынтяирпен ,илавоберт оген то отч", йыртсо ,"что от него требовали, неприятный,", острый , ," запах нельзя было больше выносить,",Петр Проскурин. Полуденные сны (1983),Петр Проскурин,1928,Полуденные сны,1983,художественная,повесть,_,,,книга,омонимия не снята,"Он уже понял, что от него требовали, неприятный,острый запах нельзя было больше выносить, и Тимошка, страдальчески сморщив нос, оглушительно чихнул. [Петр Проскурин. Полуденные сны (1983)] [омонимия не снята]"
.хяретоп хынтеломим хитэ в итсежят, йыртсО ,тяжести в этих мимолетных потерях., Острый , , запах снега.,Ю. И. Визбор. Завтрак с видом на Эльбрус (1983),Ю. И. Визбор,1934,Завтрак с видом на Эльбрус,1983,художественная,повесть,_,,,книга,омонимия не снята,тяжести в этих мимолетных потерях. Острый запах снега. [Ю. И. Визбор. Завтрак с видом на Эльбрус (1983)] [омонимия не снята]
"йищюунлов онтяоревен тидохси адукто ,мосон", йыртсо ,"носом, откуда исходит невероятно волнующий", острый , ," запах шашлыка, который он учуял",Ю. И. Визбор. Завтрак с видом на Эльбрус (1983),Ю. И. Визбор,1934,Завтрак с видом на Эльбрус,1983,художественная,повесть,_,,,книга,омонимия не снята,"И уже кресла с киношниками достигли погруженной в вечернюю тень долины, над которой в голубоватом стальном небе нестерпимо сверкали абсолютно желтые снеговые вершины, уже длинноногий актер спрыгнул с кресла на бетонную палубу нижней станции канатной дороги, опытно определяя большим высокочувствительным носом, откуда исходит невероятно волнующийострый запах шашлыка, который он учуял еще у шестой опоры, как на тебе, вырубился во всем Терсколе свет [Ю. И. Визбор. Завтрак с видом на Эльбрус (1983)] [омонимия не снята]"
йыньлетачемаз тотэ илахыдв И, йыртсо ,И вдыхали этот замечательный, острый , , запах солёных огурцов… А потом,Ирина Пивоварова. Тройка с минусом или происшествие в 5 «А» (1982),Ирина Пивоварова,1939,Тройка с минусом или происшествие в 5 «А»,1982,художественная,повесть,_,,,книга,омонимия не снята,"И вдыхали этот замечательныйострый запах солёных огурцов… А потом Тося купила полстакана жареных семечек, и они стали их грызть, и Алик понемногу снова пришёл в хорошее настроение. [Ирина Пивоварова. Тройка с минусом или происшествие в 5 «А» (1982)] [омонимия не снята]"
лавовтсвучоп Я, йыртсо ,Я почувствовал, острый , , запах канифоли.,Сергей Довлатов. Зона (Записки надзирателя) (1965-1982),Сергей Довлатов,1941,Зона (Записки надзирателя),1965-1982,художественная,рассказ,_,,,книга,омонимия не снята,Я почувствовалострый запах канифоли. [Сергей Довлатов. Зона (Записки надзирателя) (1965-1982)] [омонимия не снята]
",ивтев еикосыв иовс ьседз луниксар", йыртсо ,"раскинул здесь свои высокие ветви,", острый , , запах мешает уснуть.,В. А. Каверин. Верлиока (1981),В. А. Каверин,1902,Верлиока,1981,художественная,сказка,_,,,книга,омонимия не снята,"Гигантский крестовник раскинул здесь свои высокие ветви,острый запах мешает уснуть. [В. А. Каверин. Верлиока (1981)] [омонимия не снята]"
",худзов йызис ,икирк еыняьп ,ималотс", йыртсо ,"столами, пьяные крики, сизый воздух,", острый , , запах дыма и постного масла,В. А. Каверин. Освещенные окна (1974-1976),В. А. Каверин,1902,Освещенные окна,1974-1976,художественная,роман,_,,,книга,омонимия не снята,"Потеряв терпение ( я ждал Борьку на улице), я заглянул в трактир: половые в длинных грязных передниках, носившиеся между столами, пьяные крики, сизый воздух,острый запах дыма и постного масла ошеломили меня. [В. А. Каверин. Освещенные окна (1974-1976)] [омонимия не снята]"
аладжасод ман огесв ешьлоб оН, яартсо ,Но больше всего нам досаждала, острая , ," вонь зверинца, мгновенно пропитавшая всю",Юлия Друнина. Алиска (1973),Юлия Друнина,1924,Алиска,1973,художественная,повесть,_,,,книга,омонимия не снята,"Но больше всего нам досаждалаострая вонь зверинца, мгновенно пропитавшая всю квартиру и даже лестничную клетку. [Юлия Друнина. Алиска (1973)] [омонимия не снята]"
еикгел еищюавылакоп еще в я, йыртсо ,я в еще покалывающие легкие, острый , , запах зверинца.,Юлия Друнина. Алиска (1973),Юлия Друнина,1924,Алиска,1973,художественная,повесть,_,,,книга,омонимия не снята,С волнением втягивала я в еще покалывающие легкиеострый запах зверинца. [Юлия Друнина. Алиска (1973)] [омонимия не снята]
",йылсик едоваз монвреснок аН", йыртсо ,"На консервном заводе кислый,", острый , ," запах въедается в нос, как",Анатолий Кузнецов. Бабий яр (1965-1970),Анатолий Кузнецов,1929,Бабий яр,1965-1970,художественная,роман,_,,,книга,омонимия не снята,"На консервном заводе кислый,острый запах въедается в нос, как ввинчивается. [Анатолий Кузнецов. Бабий яр (1965-1970)] [омонимия не снята]"
",яьпярт огорком и атоп огоксечеволеч", йыртсо ,"человеческого пота и мокрого тряпья,", острый , , запах дезинфекции.,Вадим Кожевников. Щит и меч. Книга первая (1968),Вадим Кожевников,1909,Щит и меч. Книга первая,1968,художественная,роман,_,,,книга,омонимия не снята,"И сразу стали ощутимы кислая вонь тумана, угарный запах человеческого пота и мокрого тряпья,острый запах дезинфекции. [Вадим Кожевников. Щит и меч. Книга первая (1968)] [омонимия не снята]"
ыроп и уджедо в ясйишвеъв, йыртсо ,въевшийся в одежду и поры, острый , , запах взрыва.,К. Я. Ваншенкин. Графин с петухом (1968),К. Я. Ваншенкин,1925,Графин с петухом,1968,художественная,повесть,_,,,книга,омонимия не снята,Долго не исчезал въевшийся в одежду и порыострый запах взрыва. [К. Я. Ваншенкин. Графин с петухом (1968)] [омонимия не снята]
уцдрес оп тенкреч или юьчон, мыртсо ,ночью или черкнет по сердцу, острым , , запахом черемухи…» ,Виль Липатов. Деревенский детектив/ Лосиная кость (1967-1968),Виль Липатов,1927,Деревенский детектив/ Лосиная кость,1967-1968,художественная,рассказ,_,,,книга,омонимия не снята,"Сверкнет солнечным лучом, повеет дождиком, захолонет грудь разбойной ночью или черкнет по сердцуострым запахом черемухи…»  [Виль Липатов. Деревенский детектив/ Лосиная кость (1967-1968)] [омонимия не снята]"
"и мынтяирпен ,асел мохапаз и", мыртсо ,"и запахом леса, неприятным и", острым , ," запахом, который в обычные дни","Аркадий Стругацкий, Борис Стругацкий. Улитка на склоне (1966-1968)","Аркадий Стругацкий, Борис Стругацкий",1925 | 1933,Улитка на склоне,1966-1968,художественная,роман,_,,,книга,омонимия не снята,"Становилось жарко, тянуло влагой и запахом леса, неприятным иострым запахом, который в обычные дни не достигал Управления. [Аркадий Стругацкий, Борис Стругацкий. Улитка на склоне (1966-1968)] [омонимия не снята]"
мынреткарах с овтсещев ― отЭ, мыртсо ,Это ― вещество с характерным, острым , , запахом и слезоточивым раздражающим действием.,"И. Вольпер. Пряности // «Химия и жизнь», 1967",И. Вольпер,,Пряности,1967,"нехудожественная, учебно-научная",статья,"наука и технологии, химия",«Химия и жизнь»,1967,журнал,омонимия не снята,"Когда для приготовления горчицы порошок замешивают с теплой водой, то под влиянием содержащихся в нем ферментов синигрин распадается на глюкозу, бисульфат калия и аллилгорчичное масло, которое почти полностью состоит из аллилизотиоцианата С3Н5 ― N = C = S. Это ― вещество с характернымострым запахом и слезоточивым раздражающим действием. [И. Вольпер. Пряности // «Химия и жизнь», 1967] [омонимия не снята]"
лисонод ретеВ, йыртсо ,Ветер доносил, острый , ," запах водорослей, на губах оседала",Юрий Рытхэу. Время таяния снегов (1967),Юрий Рытхэу,1930,Время таяния снегов,1967,художественная,роман,_,,,книга,омонимия не снята,"Ветер доносилострый запах водорослей, на губах оседала соленая водяная пыль. [Юрий Рытхэу. Время таяния снегов (1967)] [омонимия не снята]"
"с етсемв лаксупыв ,йикстетисревину и", мыртсо ,"и университетский, выпускал вместе с", острым , , запахом восточных блюд очередного посетителя.,Юрий Рытхэу. Время таяния снегов (1967),Юрий Рытхэу,1930,Время таяния снегов,1967,художественная,роман,_,,,книга,омонимия не снята,"Время от времени распахивалась дверь, и швейцар в таких же галунах, как и университетский, выпускал вместе сострым запахом восточных блюд очередного посетителя. [Юрий Рытхэу. Время таяния снегов (1967)] [омонимия не снята]"
.утр ов еще роп хис, йыртсО ,сих пор еще во рту., Острый , ," запах водорослей, рыб, моря и",Рюрик Ивнев. У подножия Мтацминды (1960-1967),Рюрик Ивнев,1891,У подножия Мтацминды,1960-1967,художественная,повесть,_,,,книга,омонимия не снята,"сих пор еще во рту. Острый запах водорослей, рыб, моря и ныне не перестает щекотать мне ноздри. [Рюрик Ивнев. У подножия Мтацминды (1960-1967)] [омонимия не снята]"
как ястеаминирпсов дяраз йыньлетижолоп йошьлоБ, йыртсо ,Большой положительный заряд воспринимается как, острый , ," запах, отрицательный заряд ― как","Р. Подольный. Одно неизвестное и двадцать гипотез... // «Химия и жизнь», 1965",Р. Подольный,,Одно неизвестное и двадцать гипотез...,1965,"нехудожественная, учебно-научная",статья,"наука и технологии, химия",«Химия и жизнь»,1965,журнал,омонимия не снята,"Большой положительный заряд воспринимается какострый запах, отрицательный заряд ― как гнилостный. [Р. Подольный. Одно неизвестное и двадцать гипотез... // «Химия и жизнь», 1965] [омонимия не снята]"
сан литертсв дороГ, мыртсо ,Город встретил нас, острым , ," запахом рыбы, ревом корабельных гудков","В. А. Степанов. 116-й Рейс «Персея» // «Спортсмен-подводник», 1962",В. А. Степанов,,116-й Рейс «Персея»,1962,"нехудожественная, публицистика",статья,"путешествия, спорт",«Спортсмен-подводник»,1962,журнал,омонимия не снята,"Город встретил насострым запахом рыбы, ревом корабельных гудков и слепяще ярким солнцем. [В. А. Степанов. 116-й Рейс «Персея» // «Спортсмен-подводник», 1962] [омонимия не снята]"
, йыртсО ,, Острый , , запах аммиака ошеломил меня.,Владимир Брагин. В стране дремучих трав (1962),Владимир Брагин,1896,В стране дремучих трав,1962,художественная,роман,_,,,книга,омонимия не снята, Острый запах аммиака ошеломил меня. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]
ясливяоп мотоП, йыртсо ,Потом появился, острый , , запах омытой зелени.,Даниил Гранин. Иду на грозу (1962),Даниил Гранин,1919,Иду на грозу,1962,художественная,роман,_,,,книга,омонимия не снята,Потом появилсяострый запах омытой зелени. [Даниил Гранин. Иду на грозу (1962)] [омонимия не снята]
ирдзон латокещаз йе алачанС, йыртсо ,Сначала ей защекотал ноздри, острый , ," запах мастики, покрывавшей паркетный пол;","Марта Баранова, Евгений Велтистов. Тяпа, Борька и ракета (1962)","Марта Баранова, Евгений Велтистов",1934,"Тяпа, Борька и ракета",1962,художественная,повесть,_,,,книга,омонимия не снята,"Сначала ей защекотал ноздриострый запах мастики, покрывавшей паркетный пол; его перебила теплая приятная волна, вырвавшаяся из кухни; потом Тяпа почувствовала аптеку. [Марта Баранова, Евгений Велтистов. Тяпа, Борька и ракета (1962)] [омонимия не снята]"
"и :оншартс ежад ,ончывирпен ,онтянопен", йыртсо ,"непонятно, непривычно, даже страшно: и", острый , ," запах медикаментов, и странные высокие",Юрий Герман. Дорогой мой человек (1961),Юрий Герман,1910,Дорогой мой человек,1961,художественная,роман,_,,,книга,омонимия не снята,"Все тут было чуждо, непонятно, непривычно, даже страшно: иострый запах медикаментов, и странные высокие носилки на колесах, и яркий свет в белой перевязочной, и длинные равномерные стоны из раскрытой двери в небольшую палату. [Юрий Герман. Дорогой мой человек (1961)] [омонимия не снята]"
",микперк олсен ишут йониревз тО", мыртсо ,"От звериной туши несло крепким,", острым , ," запахом нечистоплотного лесного животного, к",Владимир Тендряков. Суд (1960),Владимир Тендряков,1923,Суд,1960,художественная,повесть,_,,,книга,омонимия не снята,"От звериной туши несло крепким,острым запахом нечистоплотного лесного животного, к нему примешивался неприятно мутящий запах свернувшейся крови. [Владимир Тендряков. Суд (1960)] [омонимия не снята]"
"ее ― ,икйязох то ьсолаватсо", йыртсо ,"оставалось от хозяйки, ― ее", острый , ," запах, ― а затем сорвался",И. Меттер. Мухтар (1960),И. Меттер,1909,Мухтар,1960,художественная,повесть,_,,,книга,омонимия не снята,"Еще мгновение он втягивал ноздрями то, что оставалось от хозяйки, ― ееострый запах, ― а затем сорвался с места, в один прыжок достиг металлической сетки и, ткнувшись в нее носом, тонко заскулил. [И. Меттер. Мухтар (1960)] [омонимия не снята]"
",молуг мынчимтир мынтсоря мынтысанен еыннежароп", мыртсо ,"пораженные ненасытным яростным ритмичным гулом,", острым , , запахом скипидара и сумерками огромного,Юрий Казаков. Северный дневник (1960),Юрий Казаков,1927,Северный дневник,1960,художественная,очерк,_,,,книга,омонимия не снята,"По трапу, по полукруглой дороге, ведущей вверх вдоль транспортеров, поднимаемся и мы во второй этаж, ныряем в низкую фанерную дверцу и останавливаемся со свету, пораженные ненасытным яростным ритмичным гулом,острым запахом скипидара и сумерками огромного помещения. [Юрий Казаков. Северный дневник (1960)] [омонимия не снята]"
"оге с ,вотаказ юьворк йокпил", мыртсо ,"липкой кровью закатов, с его", острым , ," запахом листвы, преследовавшим меня повсюду,",К. Г. Паустовский. Повесть о жизни. Бросок на юг (1959-1960),К. Г. Паустовский,1892,Повесть о жизни. Бросок на юг,1959-1960,художественная,повесть,_,,,книга,омонимия не снята,"Сухум с его великолепными сумерками, тяжелым золотом и липкой кровью закатов, с егоострым запахом листвы, преследовавшим меня повсюду, казался мне городом, оброненным здесь из чужой и не имеющей имени страны. [К. Г. Паустовский. Повесть о жизни. Бросок на юг (1959-1960)] [омонимия не снята]"
"йишвавадзи ,текап йошьлоб ,ынетс йомас", йыртсо ,"самой стены, большой пакет, издававший", острый , ," запах чего-то кислого, испорченного.",А. И. Делианич. Вольфсберг-373 (1945-1960),А. И. Делианич,1909,Вольфсберг-373,1945-1960,"нехудожественная, публицистика",мемуары,"администрация и управление, армия и вооруженные конфликты, криминал, политика и общественная жизнь, религия, трансп",,,книга,омонимия не снята,"Из-под накидки высунулась рука и бросила на мою койку, стоявшую у самой стены, большой пакет, издававшийострый запах чего-то кислого, испорченного. [А. И. Делианич. Вольфсберг-373 (1945-1960)] [омонимия не снята]"
.алес ьртунв ыногорп зереч ретев, йыртсО ,ветер через прогоны внутрь села., Острый , ," запашок пчеловодческого дымаря, разведенного на",В. А. Солоухин. Капля росы (1959),В. А. Солоухин,1924,Капля росы,1959,художественная,повесть,_,,,книга,омонимия не снята,"ветер через прогоны внутрь села. Острый запашок пчеловодческого дымаря, разведенного на сухих белых ивовых гнилушках, может присоединиться уж к медвяному аромату цветущих трав, а вслед за горьким дымком повеет и чистым медом, потому что для того и разводят дымари, чтобы открывать и проверять кипящие пчелами ульи. [В. А. Солоухин. Капля росы (1959)] [омонимия не снята]"
К, умортсо ,К, острому , , запаху крапивы примешается душноватый запах,В. А. Солоухин. Капля росы (1959),В. А. Солоухин,1924,Капля росы,1959,художественная,повесть,_,,,книга,омонимия не снята,"Кострому запаху крапивы примешается душноватый запах таволги, а когда потом, в разгар рыбалки, вы будете невольно хвататься руками, измазанными в земле или рыбе, за растущую вокруг траву, руки ваши надолго пропахнут холодящим запахом мяты. [В. А. Солоухин. Капля росы (1959)] [омонимия не снята]"
илачотси игинК, йыртсо ,Книги источали, острый , , запах лизола и гвоздики.,К. Г. Паустовский. Повесть о жизни. Время больших ожиданий (1958),К. Г. Паустовский,1892,Повесть о жизни. Время больших ожиданий,1958,художественная,роман,_,,,книга,омонимия не снята,Книги источалиострый запах лизола и гвоздики. [К. Г. Паустовский. Повесть о жизни. Время больших ожиданий (1958)] [омонимия не снята]
.имин дан ьсилижурк ихум еинис, йыртсО ,синие мухи кружились над ними., Острый , , запах навоза стоял на улице.,А. И. Мусатов. Большая весна (1957),А. И. Мусатов,1911,Большая весна,1957,художественная,повесть,_,,,книга,омонимия не снята,синие мухи кружились над ними. Острый запах навоза стоял на улице. [А. И. Мусатов. Большая весна (1957)] [омонимия не снята]
хи лахыдв чивеескелА йиртимД, йыртсо ,Дмитрий Алексеевич вдыхал их, острый , ," запах, напоминающий каждому о лучших",Владимир Дудинцев. Не хлебом единым (1956),Владимир Дудинцев,1918,Не хлебом единым,1956,художественная,роман,_,,,книга,омонимия не снята,"Дмитрий Алексеевич вдыхал ихострый запах, напоминающий каждому о лучших минутах жизни. [Владимир Дудинцев. Не хлебом единым (1956)] [омонимия не снята]"
"оге ,низнеб лыб отэ ―", йыртсо ,"― это был бензин, его", острый , , запах! ,Владимир Дудинцев. Не хлебом единым (1956),Владимир Дудинцев,1918,Не хлебом единым,1956,художественная,роман,_,,,книга,омонимия не снята,"И не успел Дмитрий Алексеевич сообразить, о какой выпивке идет речь, как Евгений Устинович, решительно нахмурясь, тряся пузырьком, облил весь стол бензином ― это был бензин, егоострый запах!  [Владимир Дудинцев. Не хлебом единым (1956)] [омонимия не снята]"
"он ,йыбалс лираду уме сон", йыртсо ,"нос ему ударил слабый, но", острый , ," запах дегтя, лошади, табака и",Юрий Казаков. Тэдди (1956),Юрий Казаков,1927,Тэдди,1956,художественная,рассказ,_,,,книга,омонимия не снята,"Улегшаяся было шерсть на загривке тотчас поднялась: в нос ему ударил слабый, ноострый запах дегтя, лошади, табака и людей. [Юрий Казаков. Тэдди (1956)] [омонимия не снята]"
оньловод хищюадзи и манетс оп, йыртсо ,по стенам и издающих довольно, острый , , запах.,А. Н. Бенуа. Жизнь художника (1955),А. Н. Бенуа,1870,Жизнь художника,1955,"нехудожественная, публицистика",мемуары,частная жизнь,,,книга,омонимия не снята,"Зрительный зал представляет собою огромный, обитый досками сарай, освещенный рядом тусклых керосиновых ламп, повешенных по стенам и издающих довольноострый запах. [А. Н. Бенуа. Жизнь художника (1955)] [омонимия не снята]"
"он ,иминьлад еелоб с ьсяавишемс", имыртсо ,"смешиваясь с более дальними, но", острыми , ," запахами леса, и этот легкий",Юрий Казаков. Тихое утро (1954),Юрий Казаков,1927,Тихое утро,1954,художественная,рассказ,_,,,книга,омонимия не снята,"И запахи эти, смешиваясь с более дальними, ноострыми запахами леса, и этот легкий теплый ветер были похожи на дыхание проснувшейся земли, радующейся новому светлому дню. [Юрий Казаков. Тихое утро (1954)] [омонимия не снята]"
",еыбосо И", еыртсо ,"И особые,", острые , ," запахи ресторанной кухни, смешанные с",А. И. Пантелеев. Ленька Пантелеев (1938-1952),А. И. Пантелеев,1908,Ленька Пантелеев,1938-1952,художественная,повесть,_,,,книга,омонимия не снята,"И особые,острые запахи ресторанной кухни, смешанные с запахами сигар и винного перегара. [А. И. Пантелеев. Ленька Пантелеев (1938-1952)] [омонимия не снята]"
лираду уме сон В, йыртсо ,В нос ему ударил, острый , , запах духов.,А. И. Пантелеев. Ленька Пантелеев (1938-1952),А. И. Пантелеев,1908,Ленька Пантелеев,1938-1952,художественная,повесть,_,,,книга,омонимия не снята,В нос ему ударилострый запах духов. [А. И. Пантелеев. Ленька Пантелеев (1938-1952)] [омонимия не снята]
".икйок ин ,ран ин олыб", йыртсО ,"было ни нар, ни койки.", Острый , , запах исходил из параши в,А. А. Фадеев. Молодая гвардия (1943-1951),А. А. Фадеев,1901,Молодая гвардия,1943-1951,художественная,роман,_,,,книга,омонимия не снята,"было ни нар, ни койки. Острый запах исходил из параши в углу. [А. А. Фадеев. Молодая гвардия (1943-1951)] [омонимия не снята]"
.ацитупсар алапутсан яитыркто ее юнд, еыртсО ,дню ее открытия наступала распутица., Острые , , запахи ярмарочных товаров были слышны,К. Г. Паустовский. Книга о жизни. Далекие годы (1946),К. Г. Паустовский,1892,Книга о жизни. Далекие годы,1946,художественная,роман,_,,,книга,омонимия не снята,дню ее открытия наступала распутица. Острые запахи ярмарочных товаров были слышны издалека. [К. Г. Паустовский. Книга о жизни. Далекие годы (1946)] [омонимия не снята]
;угенс ан тяпиш ― ызьлиг, йыртсо ,гильзы ― шипят на снегу;, острый , , запах горелого пороха.,В. В. Вишневский. Дневники военных лет (1943-1945),В. В. Вишневский,1900,Дневники военных лет,1943-1945,"нехудожественная, публицистика","дневник, записные книжки","армия и вооруженные конфликты, искусство и культура",,,книга,омонимия не снята,С дымом вылетают горячие гильзы ― шипят на снегу;острый запах горелого пороха. [В. В. Вишневский. Дневники военных лет (1943-1945)] [омонимия не снята]
.ехичензуК к зинв яслаксупс я, йыртсО ,я спускался вниз к Кузнечихе., Острый , , запах соснового бора стоял над,Вениамин Каверин. Два капитана (1938-1944),Вениамин Каверин,1902,Два капитана,1938-1944,художественная,роман,_,,,книга,омонимия не снята,"я спускался вниз к Кузнечихе. Острый запах соснового бора стоял над рекой; мост был разведен; маленький пароходик, огибая бесконечные плоты, возил народ к пристани от пролета. [Вениамин Каверин. Два капитана (1938-1944)] [омонимия не снята]"
"с теавызакссар ,екволешым в укшым", мыртсо ,"мышку в мышеловке, рассказывает с", острым , , душком ненавистничества благочестивую легенду о,А. К. Дживелегов. Джеффри Чосер (1943),А. К. Дживелегов,1875,Джеффри Чосер,1943,"нехудожественная, учебно-научная",статья,"наука и технологии, филология",,,книга,омонимия не снята,"Но когда настоятельница, дама с нежным сердцем, носившая на браслетке девиз: « Amor vincit omnia» ( любовь побеждает все), оплакивавшая каждую наказанную собачку и каждую мышку в мышеловке, рассказывает сострым душком ненавистничества благочестивую легенду о ребенке, якобы замученном евреями, ― это имеет особый смысл. [А. К. Дживелегов. Джеффри Чосер (1943)] [омонимия не снята]"
"― месв дан и ,угенс", йыртсо ,"снегу, и над всем ―", острый , ," запах горячего конского пота, гари",Б. Л. Горбатов. Возвращение (1943),Б. Л. Горбатов,1908,Возвращение,1943,художественная,рассказ,_,,,книга,омонимия не снята,"И, как во сне, ― хутора, пожары, дороги, косматый дым над станицами, кровь и пепел на снегу, и над всем ―острый запах горячего конского пота, гари и дыма, старый, знакомый запах боя. [Б. Л. Горбатов. Возвращение (1943)] [омонимия не снята]"
",йыннартс яссензар етюак оП", йыртсо ,"По каюте разнесся странный,", острый , , запах.,И. А. Ефремов. Встреча над Тускаророй (1942-1943),И. А. Ефремов,1908,Встреча над Тускаророй,1942-1943,художественная,рассказ,_,,,книга,омонимия не снята,"По каюте разнесся странный,острый запах. [И. А. Ефремов. Встреча над Тускаророй (1942-1943)] [омонимия не снята]"
"еищюадзи автсещев ястянарх едг ,иинещемоп", йыртсо ,"помещении, где хранятся вещества издающие", острый , ," запах, некоторые лекарства, краски и","Г. Г. Боссэ. Готовьте из диких весенних растений мучные изделия, супы, салаты (1942)",Г. Г. Боссэ,,"Готовьте из диких весенних растений мучные изделия, супы, салаты",1942,"бытовая, нехудожественная",совет,"дом и домашнее хозяйство, здоровье и медицина",,,прочая печатная продукция,омонимия не снята,"Поэтому его нельзя держать в помещении, где хранятся вещества издающиеострый запах, некоторые лекарства, краски и т. д. [Г. Г. Боссэ. Готовьте из диких весенних растений мучные изделия, супы, салаты (1942)] [омонимия не снята]"
",йонротирп -овилшуду ьтишулгаз гом ен", йортсо ,"не мог заглушить удушливо- приторной,", острой , , вони разлагающихся трупов.,М. А. Шолохов. Наука ненависти (1942),М. А. Шолохов,1905,Наука ненависти,1942,"нехудожественная, публицистика",_,_,,,книга,омонимия не снята,"Под поверженными стволами сосен лежали мертвые немецкие солдаты, в зеленом папоротнике гнили их изорванные в клочья тела, и смолистый аромат расщепленных снарядами сосен не мог заглушить удушливо- приторной,острой вони разлагающихся трупов. [М. А. Шолохов. Наука ненависти (1942)] [омонимия не снята]"
то тиншот итчоп янем он, огортсо ,но меня почти тошнит от, острого , , запаха гноя.,Ю. М. Нагибин. Волховская тетрадь (1942),Ю. М. Нагибин,1920,Волховская тетрадь,1942,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"Что вы пустяки говорите, ― отвечаю я, но меня почти тошнит отострого запаха гноя. [Ю. М. Нагибин. Волховская тетрадь (1942)] [омонимия не снята]"
"худзов тюянлопан иилонгам еищюахуогалб ,йовтсил", мыртсо ,"листвой, благоухающие магнолии наполняют воздух", острым , ," запахом белых цветов, золотисто- желтые",А. Е. Ферсман. Воспоминания о камне (1940),А. Е. Ферсман,1883,Воспоминания о камне,1940,"нехудожественная, публицистика","очерк, цикл","геология, наука и технологии",,,книга,омонимия не снята,"Уже вытягиваются к небу громадные эвкалипты с их нежной листвой, благоухающие магнолии наполняют воздухострым запахом белых цветов, золотисто- желтые цветы мимозы приносят в марте первое весеннее приветствие из Колхиды на снежные улицы Москвы. [А. Е. Ферсман. Воспоминания о камне (1940)] [омонимия не снята]"
.абелх зеб ― кат отсорп, йыртсО ,просто так ― без хлеба., Острый , , запах чеснока щекотал нам ноздри.,В. П. Беляев. Старая крепость (1937-1940),В. П. Беляев,1909,Старая крепость,1937-1940,художественная,роман,_,,,книга,омонимия не снята,колбасу просто так ― без хлеба. Острый запах чеснока щекотал нам ноздри. [В. П. Беляев. Старая крепость (1937-1940)] [омонимия не снята]
.ьсилавиемсоп ырецифО, йыртсО ,Офицеры посмеивались., Острый , , душок недалекой опасности сближал их,М. А. Шолохов. Тихий Дон. Книга первая (1928-1940),М. А. Шолохов,1905,Тихий Дон. Книга первая,1928-1940,художественная,роман,_,,,книга,омонимия не снята,"Офицеры посмеивались. Острый душок недалекой опасности сближал их с солдатами, делал снисходительней. [М. А. Шолохов. Тихий Дон. Книга первая (1928-1940)] [омонимия не снята]"
"либ уме ирдзон в ,янок", йыртсо ,"коня, в ноздри ему бил", острый , , запах конского пота.,М. А. Шолохов. Тихий Дон. Книга первая (1928-1940),М. А. Шолохов,1905,Тихий Дон. Книга первая,1928-1940,художественная,роман,_,,,книга,омонимия не снята,"Свист перелетавших пуль заставлял его клонить голову к мокрой шее коня, в ноздри ему билострый запах конского пота. [М. А. Шолохов. Тихий Дон. Книга первая (1928-1940)] [омонимия не снята]"
",вороткод и ретсес ацил еишвичуксан", йыртсо ,"наскучившие лица сестер и докторов,", острый , ," запах йода, карболки…",М. А. Шолохов. Тихий Дон. Книга третья (1928-1940),М. А. Шолохов,1905,Тихий Дон. Книга третья,1928-1940,художественная,роман,_,,,книга,омонимия не снята,"Перевязки, наскучившие лица сестер и докторов,острый запах йода, карболки… [М. А. Шолохов. Тихий Дон. Книга третья (1928-1940)] [омонимия не снята]"
в ясляровтсар дасомас йытавокьроГ, йортсо ,Горьковатый самосад растворялся в, острой , , вони отсыревших сапог.,М. А. Шолохов. Тихий Дон. Книга третья (1928-1940),М. А. Шолохов,1905,Тихий Дон. Книга третья,1928-1940,художественная,роман,_,,,книга,омонимия не снята,Горьковатый самосад растворялся вострой вони отсыревших сапог. [М. А. Шолохов. Тихий Дон. Книга третья (1928-1940)] [омонимия не снята]
яссенод анагак оД, йыртсо ,До кагана донесся, острый , ," запах лошадиного пота, и налетело",Василий Ян. Чингиз-хан (1939),Василий Ян,1875,Чингиз-хан,1939,художественная,роман,_,,,книга,омонимия не снята,"До кагана донессяострый запах лошадиного пота, и налетело облако пыли, на мгновение скрывшее весь лагерь. [Василий Ян. Чингиз-хан (1939)] [омонимия не снята]"
"яувтсвуч ,меал мывотсиен ьсяавилаз ,ушырк", юуртсо ,"крышу, заливаясь неистовым лаем, чувствуя", острую , , вонь прибывших неведомых людей.,Василий Ян. Чингиз-хан (1939),Василий Ян,1875,Чингиз-хан,1939,художественная,роман,_,,,книга,омонимия не снята,"Одни только желтые узкомордые собаки, с взъерошенною шерстью и красными глазами, яростно прыгали с крыши на крышу, заливаясь неистовым лаем, чувствуяострую вонь прибывших неведомых людей. [Василий Ян. Чингиз-хан (1939)] [омонимия не снята]"
оП, умортсо ,По, острому , ," запаху я сразу узнал, что",П. П. Бажов. Зеленая кобылка (1939),П. П. Бажов,1879,Зеленая кобылка,1939,художественная,рассказ,_,,,книга,омонимия не снята,"Поострому запаху я сразу узнал, что это ржаной хлеб, но все-таки ощупал руками. [П. П. Бажов. Зеленая кобылка (1939)] [омонимия не снята]"
