Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
 и анив юьлытуб аз коныр, мыртсо ,рынок за бутылью вина и , острым , , сыром сулугуни.,"O. М. Куваев. Эй, Бако! (1975)",O. М. Куваев,1934,"Эй, Бако!",1975,художественная,рассказ,_,,,книга,омонимия не снята,"Вернулся один из банщиков, посланный на рынок за бутылью вина и острым сыром сулугуни. [O. М. Куваев. Эй, Бако! (1975)] [омонимия не снята]"
" ,вецназаК ,ябет у залГ", йыртсо ,"Глаз у тебя, Казанцев, ", острый ,", ", гранату под полой разглядел.,Василий Ардаматский. Ленинградская зима (1971),Василий Ардаматский,1911,Ленинградская зима,1971,художественная,повесть,_,,,книга,омонимия не снята,"Глаз у тебя, Казанцев, острый, гранату под полой разглядел. [Василий Ардаматский. Ленинградская зима (1971)] [омонимия не снята]"
 йелмез йолпет дан ьсилисон и, еыртсо ,и носились над теплой землей , острые ,", "," холодные запахи, похожие на запахи",Виль Липатов. Еще до войны (1971),Виль Липатов,1927,Еще до войны,1971,художественная,повесть,_,,,книга,омонимия не снята,"Огромное красное солнце давно спряталось за черные осокори и тальники кетского левобережья, сиреневая полоска на горизонте, остывая, линяла с каждой секундой, и носились над теплой землей острые, холодные запахи, похожие на запахи первого снега, хотя на дворе был июнь ― теплый месяц в нарымских краях. [Виль Липатов. Еще до войны (1971)] [омонимия не снята]"
 :ясьтирового теуделс еж узарс оН, яартсо ,Но сразу же следует оговориться: , острая , , пища годится только здоровым людям.,"М. Черников. Север и юг: контрасты питания // «Химия и жизнь», 1969",М. Черников,,Север и юг: контрасты питания,1969,"нехудожественная, публицистика",статья,"здоровье и медицина, легкая и пищевая промышленность, производство",«Химия и жизнь»,1969,журнал,омонимия не снята,"Но сразу же следует оговориться: острая пища годится только здоровым людям. [М. Черников. Север и юг: контрасты питания // «Химия и жизнь», 1969] [омонимия не снята]"
 и йолсик иинелбертопу ирп незелоП, йортсо ,Полезен при употреблении кислой и , острой , , пищи.,"М. Черников. Север и юг: контрасты питания // «Химия и жизнь», 1969",М. Черников,,Север и юг: контрасты питания,1969,"нехудожественная, публицистика",статья,"здоровье и медицина, легкая и пищевая промышленность, производство",«Химия и жизнь»,1969,журнал,омонимия не снята,"Полезен при употреблении кислой и острой пищи. [М. Черников. Север и юг: контрасты питания // «Химия и жизнь», 1969] [омонимия не снята]"
" ,йынзарбоеовс хин зи иливотог ,хыротв-ов", йыртсо ,"во-вторых, готовили из них своеобразный, ", острый , ," напиток, который они называли «","И. Вольпер. Пища богов // «Химия и жизнь», 1967",И. Вольпер,,Пища богов,1967,"нехудожественная, публицистика",статья,"легкая и пищевая промышленность, производство",«Химия и жизнь»,1967,журнал,омонимия не снята,"Кортес и его спутники вскоре узнали, что ацтеки, во-первых, использовали эти бобы вместо монет, а во-вторых, готовили из них своеобразный, острый напиток, который они называли « чоколатль». [И. Вольпер. Пища богов // «Химия и жизнь», 1967] [омонимия не снята]"
 овтсвуч олунтселхаз увалК А, йортсо ,А Клаву захлестнуло чувство , острой , ," вины перед Тамаркой, горячая признательность",Владимир Чивилихин. Про Клаву Иванову (1964),Владимир Чивилихин,1928,Про Клаву Иванову,1964,художественная,повесть,_,,,книга,омонимия не снята,"А Клаву захлестнуло чувство острой вины перед Тамаркой, горячая признательность за все, за все, и обидно было, что эти комитетчики даже не знают, какой Тамарка человек. [Владимир Чивилихин. Про Клаву Иванову (1964)] [омонимия не снята]"
" алатсод ,ытелток еиксвеик еымибюл оге", йыртсо ,"его любимые киевские котлеты, достала ", острый , , сыр и молдавский коньяк.,И. А. Ефремов. Лезвие бритвы (1959-1963),И. А. Ефремов,1908,Лезвие бритвы,1959-1963,художественная,роман,_,,,книга,омонимия не снята,"Она немедленно начала испытанное женское лечение: приготовила его любимые киевские котлеты, достала острый сыр и молдавский коньяк. [И. А. Ефремов. Лезвие бритвы (1959-1963)] [омонимия не снята]"
 лашулгаз ен хартс тотэ окандО, йортсо ,Однако этот страх не заглушал , острой , , вины.,Владимир Тендряков. Суд (1960),Владимир Тендряков,1923,Суд,1960,художественная,повесть,_,,,книга,омонимия не снята,Однако этот страх не заглушал острой вины. [Владимир Тендряков. Суд (1960)] [омонимия не снята]
 йикдиж макинчад тюадорп и цилыбок, йыртсо ,кобылиц и продают дачникам жидкий , острый , , кумыс ― в жару он,Валентина Осеева. Динка (1959),Валентина Осеева,1902,Динка,1959,художественная,роман,_,,,книга,омонимия не снята,Татары держат в степи кобылиц и продают дачникам жидкий острый кумыс ― в жару он такой холодный и приятный. [Валентина Осеева. Динка (1959)] [омонимия не снята]
.икшорк ин олыб ен сан, йыртсО ,нас не было ни крошки., Острый , ," сыр, копченые колбасы и консервы",К. Г. Паустовский. Повесть о жизни. Начало неведомого века (1956),К. Г. Паустовский,1892,Повесть о жизни. Начало неведомого века,1956,художественная,роман,_,,,книга,омонимия не снята,"нас не было ни крошки. Острый сыр, копченые колбасы и консервы с перцем мы ели без хлеба и запивали холодной водопроводной водой. [К. Г. Паустовский. Повесть о жизни. Начало неведомого века (1956)] [омонимия не снята]"
 юунседуч и йач иладоп ман, юуртсо ,нам подали чай и чудесную , острую , ," брынзу, завернутую в мокрую полотняную",К. Г. Паустовский. Золотая роза (1955),К. Г. Паустовский,1892,Золотая роза,1955,художественная,повесть,искусство и культура,,,книга,омонимия не снята,"В чайной нам подали чай и чудесную острую брынзу, завернутую в мокрую полотняную тряпочку. [К. Г. Паустовский. Золотая роза (1955)] [омонимия не снята]"
" тенхап ,еьнакыр ястишылс ,ытапол тятсурХ", юортсо ,"Хрустят лопаты, слышится рыканье, пахнет ", острою , , редькой и капустой.,И. С. Шмелев. Лето Господне (1927-1944),И. С. Шмелев,1873,Лето Господне,1927-1944,художественная,роман,_,,,книга,омонимия не снята,"Хрустят лопаты, слышится рыканье, пахнет острою редькой и капустой. [И. С. Шмелев. Лето Господне (1927-1944)] [омонимия не снята]"
" ,хикпец ,хазалг оге В", хыртсо ,"В его глазах, цепких, ", острых ,", "," горячих, была власть.",Б. Л. Горбатов. Непокоренные (1943),Б. Л. Горбатов,1908,Непокоренные,1943,художественная,повесть,_,,,книга,омонимия не снята,"В его глазах, цепких, острых, горячих, была власть. [Б. Л. Горбатов. Непокоренные (1943)] [омонимия не снята]"
 ажебур огоньлетиноробо евтсьлетиортс о атнорф, яартсО ,фронта о строительстве оборонительного рубежа , Острая , ," Лука, Кокоревка, Погодино, Хинецкое, Быховка",Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"Военному Совету Брянского фронта о строительстве оборонительного рубежа Острая Лука, Кокоревка, Погодино, Хинецкое, Быховка [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
 ектсачу ан сс /345 №, яартсО ,№ 543/ сс на участке , Острая , ," Лука, Новгород-Северский и далее на",Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"В связи изменившейся обстановкой на фронте рубеж, утвержденный Государственным Комитетом Обороны от 22 августа № 543/ сс на участке Острая Лука, Новгород-Северский и далее на юго-запад, строительством прекратить. [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
 етнорф ан ажебур оговон овтсьлетиортс, яартсО ,строительство нового рубежа на фронте , Острая , ," Лука, Кокоревка, Льговка, Погодино, Хинецкое,",Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"Начать строительство нового рубежа на фронте Острая Лука, Кокоревка, Льговка, Погодино, Хинецкое, Быховка, ( иск. [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
" ,аквонсоС етнорф ан ажебур огоньлетиноробо", яартсО ,"оборонительного рубежа на фронте Сосновка, ", Острая , , Лука.,Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"Продолжать строительство оборонительного рубежа на фронте Сосновка, Острая Лука. [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
 )г, яартсО ,г) , Острая , ," Лука, ",Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"г) Острая Лука,  [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
" ,ксвечбяР етнорф ан ыварпереп теавыркирп", яартсО ,"прикрывает переправы на фронте Рябчевск, ", Острая , , Лука и 496 сп подготавливает,Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"148 сд одним полком прикрывает переправы на фронте Рябчевск, Острая Лука и 496 сп подготавливает рубеж Чмыхово, Темная. [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
" ,яаксвонавИ ― пс 456", яартсО ,"654 сп ― Ивановская, ", Острая , , Лука; ,Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941),,,Сборник боевых документов Великой Отечественной войны. Выпуск 43,1941,"нехудожественная, официально-деловая",приказ,история,,,книга,омонимия не снята,"654 сп ― Ивановская, Острая Лука;  [Сборник боевых документов Великой Отечественной войны. Выпуск 43 (1941)] [омонимия не снята]"
" яегреС ан алертомс ,икшувед тюалед", мыртсо ,"делают девушки, смотрела на Сергея ", острым ,", "," горячим, вопросительным взглядом.",В. К. Кетлинская. Мужество (1934-1938),В. К. Кетлинская,1906,Мужество,1934-1938,художественная,роман,_,,,книга,омонимия не снята,"И, не прикрывая глаза, как обычно делают девушки, смотрела на Сергея острым, горячим, вопросительным взглядом. [В. К. Кетлинская. Мужество (1934-1938)] [омонимия не снята]"
 аН, мортсо ,На , остром ,", ", холодном ветру полыхало багровое полотнище,С. Д. Мстиславский. Грач ― птица весенняя (1937),С. Д. Мстиславский,1876,Грач ― птица весенняя,1937,художественная,повесть,_,,,книга,омонимия не снята,"На остром, холодном ветру полыхало багровое полотнище знамени. [С. Д. Мстиславский. Грач ― птица весенняя (1937)] [омонимия не снята]"
 ан ьтедис меивтсделсоп с матрас, мортсо ,сартам с последствием сидеть на , остром , , коле.,Николай Варенцов. Слышанное. Виденное. Передуманное. Пережитое (1930-1935),Николай Варенцов,1862,Слышанное. Виденное. Передуманное. Пережитое,1930-1935,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Он проникал далеко в глубь степи, рисковал попасть в плен к сартам с последствием сидеть на остром коле. [Николай Варенцов. Слышанное. Виденное. Передуманное. Пережитое (1930-1935)] [омонимия не снята]"
" еелоб илавоберт ежу ыцжрубретеп ,»иманоицкартта", йортсо ,"аттракционами», петербуржцы уже требовали более ", острой , ," пищи, чем та, которую мог",Б. К. Лившиц. Полутораглазый стрелец (1933),Б. К. Лившиц,1887,Полутораглазый стрелец,1933,"нехудожественная, публицистика",мемуары,искусство и культура,,,книга,омонимия не снята,"Умопомрачительный фрак парижанина перечеркивала доморощенная полосатая кофта, и в поединке двух цилиндров ― « цилиндра, как такового» и цилиндра будетлянского ― поражение первого объяснялось отнюдь не патриотизмом русской публики, как известно, всегда готовой оказать предпочтение загранице: перекормленные футуристическими « аттракционами», петербуржцы уже требовали более острой пищи, чем та, которую мог предложить ей неотразимый Макс. [Б. К. Лившиц. Полутораглазый стрелец (1933)] [омонимия не снята]"
 хымас зи уквипыв янем ьтсеч, хыртсо ,честь меня выпивку из самых , острых , ," напитков в знаменитом староримском кабачке,",К. С. Петров-Водкин. Моя повесть. Часть 2. Пространство Эвклида (1932),К. С. Петров-Водкин,1878,Моя повесть. Часть 2. Пространство Эвклида,1932,художественная,повесть,_,,,книга,омонимия не снята,"Тут охотник предложил в честь меня выпивку из самых острых напитков в знаменитом староримском кабачке, где-то возле башни св. [К. С. Петров-Водкин. Моя повесть. Часть 2. Пространство Эвклида (1932)] [омонимия не снята]"
" отч ,ивиЛ ,етйавыбаз еН", яартсо ,"Не забывайте, Ливи, что ", острая , , пища почти всегда разрушает организм.,Л. С. Соболев. Капитальный ремонт (1932),Л. С. Соболев,1898,Капитальный ремонт,1932,художественная,роман,_,,,книга,омонимия не снята,"Не забывайте, Ливи, что острая пища почти всегда разрушает организм. [Л. С. Соболев. Капитальный ремонт (1932)] [омонимия не снята]"
 доп оцил ьтиватсдоп и нарк, еыртсо ,кран и подставить лицо под , острые , ," холодные струйки ― может, вернулась",Л. С. Соболев. Капитальный ремонт (1932),Л. С. Соболев,1898,Капитальный ремонт,1932,художественная,роман,_,,,книга,омонимия не снята,"Юрий поспешил отвернуть кран и подставить лицо под острые холодные струйки ― может, вернулась Ирина Александровна, тогда надо было немедленно привести себя в порядок. [Л. С. Соболев. Капитальный ремонт (1932)] [омонимия не снята]"
" огомас то как ,алшоп ьноВ", огортсо ,"Вонь пошла, как от самого ", острого , , сыра.,В. В. Вересаев. Сестры (1928-1931),В. В. Вересаев,1867,Сестры,1928-1931,художественная,роман,_,,,книга,омонимия не снята,"Вонь пошла, как от самого острого сыра. [В. В. Вересаев. Сестры (1928-1931)] [омонимия не снята]"
 огокат ециньлетасип в оннартс ежад, огортсо ,даже странно в писательнице такого , острого ,", ", холодного ума и такого иронического,Н. А. Тэффи. Моя летопись (1929),Н. А. Тэффи,1872,Моя летопись,1929,художественная,очерк,_,,,книга,омонимия не снята,"Человека этого она ценила необычайно высоко, что было даже странно в писательнице такого острого, холодного ума и такого иронического отношения к людям. [Н. А. Тэффи. Моя летопись (1929)] [омонимия не снята]"
" ,юамуд ,отсемаЗ", хыртсо ,"Заместо, думаю, ", острых , , напитков попрошу чего-нибудь помягче ―,М. М. Зощенко. Лимонад (1926),М. М. Зощенко,1894,Лимонад,1926,художественная,рассказ,_,,,книга,омонимия не снята,"Заместо, думаю, острых напитков попрошу чего-нибудь помягче ― нарзану или же лимонаду». [М. М. Зощенко. Лимонад (1926)] [омонимия не снята]"
" яавилевешоп ,ьтавеж латс мотитеппа с", имыртсо ,"с аппетитом стал жевать, пошевеливая ", острыми , , ушками.,А. А. Фадеев. Разгром (1925-1926),А. А. Фадеев,1901,Разгром,1925-1926,художественная,роман,_,,,книга,омонимия не снята,"Парнишка разломил картофелину, подул на нее, сунул в рот половину вместе с кожурой, повернул на языке и с аппетитом стал жевать, пошевеливая острыми ушками. [А. А. Фадеев. Разгром (1925-1926)] [омонимия не снята]"
 йарк в яарк зи ьсолавудорп, имыртсо ,продувалось из края в край , острыми , , холодными порывами.,Л. М. Леонов. Барсуки (1924),Л. М. Леонов,1899,Барсуки,1924,художественная,роман,_,,,книга,омонимия не снята,Поздней осени гнетущее небо продувалось из края в край острыми холодными порывами. [Л. М. Леонов. Барсуки (1924)] [омонимия не снята]
 и тсор йикьнелам йовс аз, еыртсо ,за свой маленький рост и , острые , , ушки прозванный « Зайцем».,А. А. Фадеев. Разлив (1923),А. А. Фадеев,1901,Разлив,1923,художественная,повесть,_,,,книга,омонимия не снята,"Их купил марьяновский скупщик ― хитрый китаец, за свой маленький рост и острые ушки прозванный « Зайцем». [А. А. Фадеев. Разлив (1923)] [омонимия не снята]"
" ,мыратс а ,моксов ен ынеелкс", мыртсо ,"склеены не воском, а старым, ", острым , , вином: слишком уж быстро пьянело,"Иван Савин. Дроль // «Рижский курьер», № 801, 1923, 1923",Иван Савин,1899,Дроль,1923,художественная,рассказ,_,"«Рижский курьер», № 801, 1923",1923,газета,омонимия не снята,"Можно было подумать, что в нем, в неразумном сердце этом, кусочки воска склеены не воском, а старым, острым вином: слишком уж быстро пьянело оно, таяло, покрывая шарообразные щеки совсем молодым, горячим румянцем. [Иван Савин. Дроль // «Рижский курьер», № 801, 1923, 1923] [омонимия не снята]"
" йищунхап ,йылеб йищучалп конаб зи", ортсо ,"из банок плачущий белый, пахнущий ", остро , ," сыр брынза, вспарывалось текущее жиром",М. С. Шагинян. Перемена (1923),М. С. Шагинян,1888,Перемена,1923,художественная,повесть,_,,,книга,омонимия не снята,"Прислуга на кухне сквозь сон готовила тот же неизменный ужин: летом резались на закуску помидоры и огурцы, делалась « икра» из вареных баклажан, вынимался из банок плачущий белый, пахнущий остро сыр брынза, вспарывалось текущее жиром бронзовое брюхо шамайки, травки всех наименований и запахов, от укропа до белого испанского лука, ложились отдельно, опрыснутые водой, на тарелку; и на печи, посыпанной крупным углем, подогревался бараний соус [М. С. Шагинян. Перемена (1923)] [омонимия не снята]"
" ,йыннилд ляндоп юоварп а ,дерепв", йыртсо ,"вперед, а правою поднял длинный, ", острый , ," кол, ― из плетня его",Д. С. Мережковский. Александр Первый (1922),Д. С. Мережковский,1866,Александр Первый,1922,художественная,роман,_,,,книга,омонимия не снята,"Лунин стоял уже наверху, у плетня, и мог бы перескочить, но, увидев Голицына одного на дороге, спрыгнул к нему, оттолкнул его ко кресту кальвария и стал перед ним; обмотал левую руку плащом, выставил ее вперед, а правою поднял длинный, острый кол, ― из плетня его выдернул. [Д. С. Мережковский. Александр Первый (1922)] [омонимия не снята]"
 ее окьлот ;тен огечин и, еыртсо ,и ничего нет; только ее , острые ,", ", горячие губы.,Е. И. Замятин. Мы (1920),Е. И. Замятин,1884,Мы,1920,художественная,роман,_,,,книга,омонимия не снята,"Потом притянула к себе ― и ничего нет; только ее острые, горячие губы. [Е. И. Замятин. Мы (1920)] [омонимия не снята]"
 ьнечо с акшичьлам йызалговиж оге, имыртсо ,его живоглазый мальчишка с очень , острыми , , ушками и лисьим пухом на,И. А. Бунин. Я все молчу (1913),И. А. Бунин,1870,Я все молчу,1913,художественная,рассказ,_,,,книга,омонимия не снята,"Вот одна из этих тележек: в ней ― маленький человечек, лет сорока, по ушам повязанный бабьим платком, со спокойными молочно- голубыми глазами, высунувший из ветошек тонкую фиолетовую ручку с шестью пальцами; возит его живоглазый мальчишка с очень острыми ушками и лисьим пухом на голове. [И. А. Бунин. Я все молчу (1913)] [омонимия не снята]"
" еиневонсокирп яувтсвуч ,азалг еынмузеб еынреч", огортсо ,"черные безумные глаза, чувствуя прикосновение ", острого , , холодного носа и крепкий запах,И. А. Бунин. Суходол (1911),И. А. Бунин,1870,Суходол,1911,художественная,повесть,_,,,книга,омонимия не снята,"Со страхом глядя в черные безумные глаза, чувствуя прикосновение острого холодного носа и крепкий запах избы, поцеловались мы с подошедшей. [И. А. Бунин. Суходол (1911)] [омонимия не снята]"
 етйаД, еыртсо ,Дайте , острые , , тефтельки по- кайеннски! ,И. С. Шмелев. Человек из ресторана (1911),И. С. Шмелев,1873,Человек из ресторана,1911,художественная,роман,_,,,книга,омонимия не снята,Дайте острые тефтельки по- кайеннски!  [И. С. Шмелев. Человек из ресторана (1911)] [омонимия не снята]
" ан имархив имыдес с ,мокеволеч", мортсо ,"человеком, с седыми вихрами на ", остром , ― ," дынею ― черепе, с жиденькой,",Максим Горький. Городок Окуров (1909),Максим Горький,1868,Городок Окуров,1909,художественная,повесть,_,,,книга,омонимия не снята,"Вернулся Тиунов сорокапятилетним человеком, с седыми вихрами на остром ― дынею ― черепе, с жиденькой, седоватой бородкой на костлявом лице, точно в дыму копчёном, ― на этот раз его одинокое тёмное око смотрело на людей не прячась, серьёзно и задумчиво. [Максим Горький. Городок Окуров (1909)] [омонимия не снята]"
" никесоД теавибто ,идзовг цензук ончот", еыртсо ,"точно кузнец гвозди, отбивает Досекин ", острые ,", ", холодные слова.,Максим Горький. Лето (1909),Максим Горький,1868,Лето,1909,художественная,повесть,_,,,книга,омонимия не снята,"Тенькают синицы, бьёт дятел, шуршит, бегая по стволам, поползень, опадая, шелестят листья, и мерно, точно кузнец гвозди, отбивает Досекин острые, холодные слова. [Максим Горький. Лето (1909)] [омонимия не снята]"
"( атолсик яантоза ,)орберес еовиж", яартсо ,"живое серебро), азотная кислота (", острая , ," водка), семибратняя кровь, стрихнин (",Ал. П. Чехов. Антон Павлович Чехов — лавочник (1908),Ал. П. Чехов,1855,Антон Павлович Чехов — лавочник,1908,"нехудожественная, публицистика",мемуары,частная жизнь,,,книга,омонимия не снята,"Антон Павлович уже в зрелые годы пробовал записать по памяти состав этого « гнезда» и вспомнил, между прочим, что туда входили: нефть, металлическая ртуть ( живое серебро), азотная кислота (острая водка), семибратняя кровь, стрихнин ( кучелеба), сулема, какой-то декокт в виде длинных серых палочек и целая уйма всякой дряни. [Ал. П. Чехов. Антон Павлович Чехов — лавочник (1908)] [омонимия не снята]"
"( атолсик яантоза ,)орберес еовиж", яартсо ,"живое серебро), азотная кислота (", острая , ," водка), семибратняя кровь, стрихнин (",Ал. П. Чехов. Из детских лет А. П. Чехова (1904-1908),Ал. П. Чехов,1855,Из детских лет А. П. Чехова,1904-1908,"нехудожественная, публицистика",мемуары,"бизнес, коммерция, экономика, финансы, искусство и культура, образование, религия, частная жизнь",,,книга,омонимия не снята,"Антон Павлович уже в зрелые годы пробовал записать по памяти состав этого « гнезда» и вспомнил, между прочим, что туда входили: нефть, металлическая ртуть ( живое серебро), азотная кислота (острая водка), семибратняя кровь, стрихнин ( кучелаба), сулема, какой-то декокт в виде длинных серых палочек и целая уйма всякой дряни. [Ал. П. Чехов. Из детских лет А. П. Чехова (1904-1908)] [омонимия не снята]"
 еокак и еинеджалсан еокаК, еортсо ,Какое наслаждение и какое , острое ,", ", сладкое страдание! ,А. И. Куприн. Поединок (1905),А. И. Куприн,1870,Поединок,1905,художественная,повесть,_,,,книга,омонимия не снята,"Какое наслаждение и какое острое, сладкое страдание!  [А. И. Куприн. Поединок (1905)] [омонимия не снята]"
" ,имаксуказ имындолох илыб ынелватсу ,ывокдоп", имыртсо ,"подковы, уставлены были холодными закусками, ", острыми , ," соленьями и копченьями, возбуждающими жажду.",Д. С. Мережковский. Петр и Алексей (1905),Д. С. Мережковский,1866,Петр и Алексей,1905,художественная,роман,_,,,книга,омонимия не снята,"Длинные узкие столы, расположенные в виде подковы, уставлены были холодными закусками, острыми соленьями и копченьями, возбуждающими жажду. [Д. С. Мережковский. Петр и Алексей (1905)] [омонимия не снята]"
 ерытеЧ, хыртсо ,Четыре , острых , , уха черными треугольниками торчали на,С. Н. Сергеев-Ценский. Дифтерит (1904),С. Н. Сергеев-Ценский,1875,Дифтерит,1904,художественная,рассказ,_,,,книга,омонимия не снята,Четыре острых уха черными треугольниками торчали на темном беззвездном небе. [С. Н. Сергеев-Ценский. Дифтерит (1904)] [омонимия не снята]
 к илевдоп и ешьлад оге, умортсо ,его дальше и подвели к , острому , , колу.,А. Е. Зарин. Кровавый пир (1901),А. Е. Зарин,1862,Кровавый пир,1901,художественная,роман,_,,,книга,омонимия не снята,Стрельцы повели его дальше и подвели к острому колу. [А. Е. Зарин. Кровавый пир (1901)] [омонимия не снята]
" вижоротсан ,акчолеб яадолом имакзалг имылгурк", еыртсо ,"круглыми глазками молодая белочка, насторожив ", острые , , ушки.,А. А. Богданов. На Ладоге (1900-1901),А. А. Богданов,1874,На Ладоге,1900-1901,художественная,рассказ,_,,,книга,омонимия не снята,"А с самой верхушки сосны посматривает на него удивленными круглыми глазками молодая белочка, насторожив острые ушки. [А. А. Богданов. На Ладоге (1900-1901)] [омонимия не снята]"
" ащеперт ,етсем мондо ан термаз", имыртсо ,"замрет на одном месте, трепеща ", острыми , , крылышками.,И. А. Бунин. Антоновские яблоки (1900),И. А. Бунин,1870,Антоновские яблоки,1900,художественная,рассказ,_,,,книга,омонимия не снята,"Взовьется откуда-нибудь ястребок в прозрачном воздухе и замрет на одном месте, трепеща острыми крылышками. [И. А. Бунин. Антоновские яблоки (1900)] [омонимия не снята]"
 иматрос имынжомзовесв ос йач и, хыртсо ,и чай со всевозможными сортами , острых , , сыров и вкусных печений подавались,Н. Г. Гарин-Михайловский. Гимназисты (1895),Н. Г. Гарин-Михайловский,1852,Гимназисты,1895,художественная,повесть,_,,,книга,омонимия не снята,"Такие закуски и чай со всевозможными сортами острых сыров и вкусных печений подавались обыкновенно, когда компания, начитавшись, утомлялась и начинала чувствовать какую-то пустоту внутри. [Н. Г. Гарин-Михайловский. Гимназисты (1895)] [омонимия не снята]"
 имиовс ларибереп отсач оге ьнок, имыртсо ,конь его часто перебирал своими , острыми , ," ушками, как он кивал беспрестанно","Ф. Д. Крюков. Гулебщики // «Исторический вестник», 1892",Ф. Д. Крюков,1870,Гулебщики,1892,художественная,рассказ,_,«Исторический вестник»,1892,журнал,омонимия не снята,"Казаки ехали шагом, изредка лишь пускали мелкой рысцой, Филипп все молчал, глядел в степь, слушал Белоуса и плохо его слышал: больше занимало его, как буланый конь его часто перебирал своими острыми ушками, как он кивал беспрестанно головой и махал хвостом, отгоняя мух, изредка нагибался, хватал траву и потом долго жевал ее. [Ф. Д. Крюков. Гулебщики // «Исторический вестник», 1892] [омонимия не снята]"
 ьсемс яаксда от-яакак отэ ―, йортсо ,― это какая-то адская смесь , острой , , водки и святой воды.,С. А. Андреевский. Речь в защиту Иванова (1891),С. А. Андреевский,1847,Речь в защиту Иванова,1891,"нехудожественная, публицистика",речь,право,,,книга,омонимия не снята,Наша любовь ― это какая-то адская смесь острой водки и святой воды. [С. А. Андреевский. Речь в защиту Иванова (1891)] [омонимия не снята]
"« ,тежом ьтыб ,аД", йортсо ,"Да, быть может, «", острой , ," водки», то есть вожделения, страсти,",С. А. Андреевский. Речь в защиту Иванова (1891),С. А. Андреевский,1847,Речь в защиту Иванова,1891,"нехудожественная, публицистика",речь,право,,,книга,омонимия не снята,"Да, быть может, «острой водки», то есть вожделения, страсти, но за то и ― « святой воды», то есть искание какого-то идеала. [С. А. Андреевский. Речь в защиту Иванова (1891)] [омонимия не снята]"
" имиовс худзов йынся яазерзар ,икчотсал", имыртсо ,"ласточки, разрезая ясный воздух своими ", острыми , , крылышками.,"А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)",А. И. Эртель,1855,"Гарденины, их дворня, приверженцы и враги",1889,художественная,роман,_,,,книга,омонимия не снята,"Высоко взлетали ласточки, разрезая ясный воздух своими острыми крылышками. [А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)] [омонимия не снята]"
" ,", йортсо ,", ", острой , , водки 1 зол.,А. П. Чехов. Из дневника помощника бухгалтера (1883),А. П. Чехов,1860,Из дневника помощника бухгалтера,1883,художественная,миниатюра,_,,,книга,омонимия не снята,", острой водки 1 зол. [А. П. Чехов. Из дневника помощника бухгалтера (1883)] [омонимия не снята]"
 и алсам огонсоропук едоваз ан, йортсо ,на заводе купоросного масла и , острой , , водки.,Н. И. Костомаров. Русская история в жизнеописаниях ее главнейших деятелей. Выпуск шестой: XVIII столетие (1862-1875),Н. И. Костомаров,1817,Русская история в жизнеописаниях ее главнейших деятелей. Выпуск шестой: XVIII столетие,1862-1875,"нехудожественная, учебно-научная","очерк, цикл",_,,,книга,омонимия не снята,В том же году дана была привилегия Соловьеву и купцам Томиловым на заводе купоросного масла и острой водки. [Н. И. Костомаров. Русская история в жизнеописаниях ее главнейших деятелей. Выпуск шестой: XVIII столетие (1862-1875)] [омонимия не снята]
